epoch,overflow,main,assigned_slots,share_assigned_slots,ok,skipped,invalid,delayed,bad_slots_abs,bad_slots_pct_node,effective_stake,stake_share_pct,effective_stake_next,stake_share_next_pct,delivered_slots_share_pct,coinbase_epoch_tkg,fees_epoch_tkr_at_main,reward_epoch_total_value_tkg_only,coinbase_cum_tkg,fees_cum_tkr_at_main,penalty_slots_residual,penalty_score,forced_invalid_slots_planned,forced_invalid_slots_realized,forced_invalid_share_pct_of_invalid,penalty_gained,penalty_recovery,penalty_tol,residual_prev_dbg,residual_next_dbg,ok_rate,scenario,assigned_share,malicious_i,post_t,interaction,time_since_switch
23,OV_2,MAIN_2,7140,29.75,7126,0,0,14,14,0.2,316.53039999585053,29.9999,317.24299999567165,29.9993,29.6917,0.7126,0.0,0.7126,17.243,0.0,0,0.0,0,0,0.0,0.0,0.0,142.8,0.0,0.0,0.9980392156862745,1,0.2975,,,,
23,OV_3,MAIN_3,7164,29.85,7151,0,10,3,13,0.18,316.53249999585,30.0001,317.2475999956705,29.9997,29.7958,0.7151,0.0,0.7151,17.2476,0.0,0,0.0,0,0,0.0,0.0,0.0,143.28,0.0,0.0,0.9981853713009492,1,0.2985,,,,
24,OV_1,MAIN_1,9482,39.508,9482,0,0,0,0,0.0,423.010299994224,40.0009,423.9584999939859,40.0001,39.5083,0.9482,0.0,0.9482,23.9585,0.0,0,0.0,0,0,0.0,0.0,0.0,189.64,0.0,0.0,1.0,1,0.39508333333333334,,,,
24,OV_2,MAIN_2,7302,30.425,7266,2,0,34,36,0.49,317.24299999567165,29.9993,317.96959999548926,30.0001,30.275,0.7266,0.0,0.7266,17.9696,0.0,0,0.0,0,0,0.0,0.0,0.0,146.04,0.0,0.0,0.9950698438783895,1,0.30425,,,,
24,OV_3,MAIN_3,7216,30.067,7192,6,0,18,24,0.33,317.2475999956705,29.9997,317.96679999549,29.9998,29.9667,0.7192,0.0,0.7192,17.9668,0.0,0,0.0,0,0,0.0,0.0,0.0,144.32,0.0,0.0,0.9966740576496674,1,0.3006666666666667,,,,
25,OV_1,MAIN_1,9603,40.013,9596,0,7,0,7,0.07,423.9584999939859,40.0001,424.91809999374505,40.0003,39.9833,0.9596,0.0,0.9596,24.9181,0.0,0,0.0,0,0,0.0,0.0,0.0,192.06,0.0,0.0,0.9992710611267313,1,0.400125,,,,
25,OV_2,MAIN_2,7249,30.204,7236,6,7,0,13,0.18,317.96959999548926,30.0001,318.6931999953076,30.0006,30.15,0.7236,0.0,0.7236,18.6932,0.0,0,0.0,0,0,0.0,0.0,0.0,144.98,0.0,0.0,0.9982066491929922,1,0.30204166666666665,,,,
25,OV_3,MAIN_3,7148,29.783,7105,22,0,21,43,0.6,317.96679999549,29.9998,318.6772999953116,29.9991,29.6042,0.7105,0.0,0.7105,18.6773,0.0,0,0.0,0,0,0.0,0.0,0.0,142.96,0.0,0.0,0.9939843312814773,1,0.29783333333333334,,,,
26,OV_1,MAIN_1,9565,39.854,9527,38,0,0,38,0.4,424.91809999374505,40.0003,425.8707999935059,39.9997,39.6958,0.9527,0.0,0.9527,25.8708,0.0,0,0.0,0,0,0.0,0.0,0.0,191.3,0.0,0.0,0.9960271824359644,1,0.3985416666666667,,,,
26,OV_2,MAIN_2,7120,29.667,7116,0,4,0,4,0.06,318.6931999953076,30.0006,319.404799995129,30.0,29.65,0.7116,0.0,0.7116,19.4048,0.0,0,0.0,0,0,0.0,0.0,0.0,142.4,0.0,0.0,0.999438202247191,1,0.2966666666666667,,,,
